7c56c7d8-b336-483e-9645-2fff67db7392,FALSE,TRUE
0f1a3b47-a845-43dd-b21d-58e030c33ba4,FALSE,FALSE
2e398fbb-7474-446b-8917-093d5358e69a,FALSE,FALSE
476dd46e-6e46-41e0-8295-56451e842edd,TRUE,TRUE
e1eaa8fb-f3ec-4d0d-90ae-8db5565973f5,FALSE,TRUE
a84b313c-2120-4651-b8a0-0aadadc3dcbe,FALSE,TRUE
66edabb3-d3b2-4d71-979e-72a16f7d96fb,TRUE,TRUE
fb312fca-77fc-4ef3-9390-081a9e36333f,TRUE,FALSE
909cca84-929d-4252-81f7-60fdcfaaa46a,TRUE,FALSE
9c2310f1-b561-4377-a3a5-9a2c38d633cf,FALSE,FALSE
29b41dfa-a483-458c-985f-dd5c47276ac7,TRUE,FALSE
f34f4ecb-b59b-4217-b26f-ba922a860032,TRUE,TRUE
846b9fef-199e-470e-8b93-5d9997f7c5f5,TRUE,TRUE
5066eca4-5ab0-4650-82c2-2bd4cd17919d,TRUE,FALSE
7dcb4bc3-dbb7-4c2c-8397-b155c939fd01,TRUE,TRUE
dc55a2bf-b527-4bcb-8e3d-c1b60d02a850,TRUE,TRUE
d794d207-fb83-4796-ad26-8b5a6a7f62cd,FALSE,TRUE
7c12c7bc-8779-403b-8f09-9a65c179e53d,TRUE,FALSE
b7f5bcac-cd78-4178-bc90-4edaf650b145,TRUE,FALSE
cf8cf363-23f9-4c55-a00e-7cb90128b55a,FALSE,TRUE
2114df72-a720-4adb-aad7-d02b9007d1e7,TRUE,FALSE
bc81ddf7-5866-44dc-90ff-273c065faa14,FALSE,TRUE
3b88f104-3f0c-4001-a5c2-22216892eda3,FALSE,FALSE
424eb78e-db6a-4cac-a418-ceddeb7926ee,TRUE,TRUE
73d439fb-9423-4e08-8584-d6520c449492,TRUE,TRUE
8b2e1795-c09d-4548-a589-453e687bff1e,TRUE,TRUE
15cd1291-717b-43f0-a936-e436debdbe34,TRUE,FALSE
bf1e5228-28c4-4efd-a906-3801ed1ae2bd,TRUE,TRUE
2d1f71bd-8cba-4f7c-8ec9-ed4ecb0724cb,FALSE,TRUE
c71df962-d3e1-4864-81b3-7674ecf34df6,TRUE,FALSE
05067276-1f6c-44ef-bea5-c32869007c7c,TRUE,FALSE
c0f257b1-67eb-446a-917b-1162bb65da19,TRUE,TRUE
2c235e42-e865-46be-b4aa-e0ed8bc8df60,TRUE,FALSE
4cbf91ac-fea7-4cfa-b48d-23165fb47d5b,FALSE,FALSE
c517ab13-7e2d-4f98-b0a2-fabd0be916f9,TRUE,FALSE
eeb6ed8e-89fb-4233-809a-86d8bc0b0e15,FALSE,TRUE
b8fbd5c6-87aa-4fab-bb84-47c0d9419750,FALSE,TRUE
f609aeea-12cb-4fe1-983b-52c0c1208703,TRUE,FALSE
6a5bf38c-e273-48e4-a42f-bbcee1257bf5,TRUE,TRUE
ee793e87-26d7-47af-81f8-f19bdd2c2d74,FALSE,FALSE
29cf98b3-3746-4a0e-8765-418002b28d38,FALSE,TRUE
228fa24d-1777-481f-84d5-6e23d6fd2b3a,TRUE,FALSE
37ca0cd6-7c3f-4178-b632-5a77ffcc7b27,TRUE,TRUE
c17a78e3-748e-467a-819b-b3701cf502c7,TRUE,FALSE
e0655ad4-adcd-4d2d-8bc8-dc2c76bda990,FALSE,TRUE
2b1695b8-de24-42c0-8ee7-8eb3d1a079ca,TRUE,FALSE
9abf0f6a-893c-466e-bb3d-bc37ad83982a,FALSE,FALSE
43ce0cdd-c437-47fe-a422-6f07f9fdf6a4,TRUE,FALSE
ae4ba470-8b6d-481b-ba6a-aebc307760dd,FALSE,FALSE
451e83ca-28f8-4b58-b86d-68128ef70632,FALSE,FALSE
8049c350-596e-4a60-b613-534123792437,FALSE,TRUE
066752ca-45d6-4302-94b3-fd32c80915f2,TRUE,FALSE
d5278599-53e2-4593-a1df-8fa4b18dd4f5,TRUE,TRUE
8bc8054f-54de-442a-b95e-1d870eaf0aaa,TRUE,TRUE
edef2194-b887-4d92-93f0-c41d020f5cb0,TRUE,TRUE
36e1914b-5ea7-4b97-a365-d33392587c70,TRUE,TRUE
4c3a70e9-e280-4e7c-ad78-89791b8437c1,FALSE,TRUE
9c63f684-5fb1-4753-8c26-454f70f23c9c,TRUE,TRUE
8cc648c5-4376-4037-a21e-c64ae5b84a7e,FALSE,FALSE
e8630f9f-dc84-4d7f-8e23-9b32cab2407c,TRUE,FALSE
b3a67b59-30e1-4a1a-969f-ff027758f39c,TRUE,TRUE
a5259144-7ba2-40e0-8930-c96b453954df,TRUE,FALSE
375ecb17-f052-4a78-a004-65cca1b8c5ce,FALSE,TRUE
4bd4ba00-a2bc-45f5-899e-fb4d2e17da68,FALSE,FALSE
8b019c9e-d30e-4fa7-a046-4e2d584b3678,TRUE,FALSE
3c34e175-92ee-4b46-ac8d-23f082f2f6cf,FALSE,TRUE
fe4c3f18-d7b2-4a8a-a378-634224c0dad4,FALSE,TRUE
e8a0cab8-a32e-432e-90b3-082c864e9863,TRUE,FALSE
fdd5fd0f-d64c-42c1-964d-99cb7ad3afda,TRUE,TRUE
2fd13c3e-8c73-4167-890f-b1fcf3fafbb6,FALSE,FALSE
d58860d8-d461-4732-af96-4afb249d53a5,FALSE,FALSE
44964033-90c0-4b36-9ea6-98358ba23779,TRUE,FALSE
41c1ae5d-33f0-46f0-b6ed-e4eb0e5d8404,TRUE,FALSE
751cafaa-7ae0-406f-b2c2-8a14919540cb,FALSE,FALSE
a1ca0204-a350-4593-bc8d-e58c5bd2de0b,FALSE,FALSE
3f7389c8-e15b-4848-8ae0-9f139db4f407,TRUE,FALSE
c758ebf4-7155-43d8-a24d-7e33360725fb,TRUE,TRUE
839dae13-5b6d-48b7-bb44-fb618ae911d3,FALSE,FALSE
5757035d-4834-45ec-999c-2e308d095402,FALSE,TRUE
ac3290ee-0847-40ae-94c6-b932461e9ba1,TRUE,TRUE
a231203e-7cf4-4b6e-a8ff-752c8b469f72,FALSE,TRUE
35a0d95a-1827-4c31-8662-d597dd285350,FALSE,TRUE
e44f1e93-cd7b-429a-acfe-ad5a80e44ef7,FALSE,TRUE
b0b7ecaf-3b7c-4677-8028-6ece2408f883,FALSE,FALSE
b45ce351-de04-499b-9ac7-23c7b0ae5560,TRUE,TRUE
684c6931-9cb3-48a8-995e-a9a2ba4de650,TRUE,TRUE
c6e04882-7feb-469e-b6c3-c5d8cf27c16d,FALSE,FALSE
47f8fac9-abe8-42d8-a5be-0c1db60679cb,FALSE,FALSE
8560feb8-aa9b-4221-90bf-123373b64e2a,FALSE,FALSE
3fd6345f-fe54-481b-9bcb-87e6bda0a4ec,FALSE,FALSE
60b8f18b-5b29-4881-be59-9718e35d99c4,FALSE,FALSE
84028dac-84b9-41ad-bf08-c40761193d0a,TRUE,FALSE
c3db8bea-e0eb-4a62-a644-df29abcd3bf0,TRUE,TRUE
2a59e573-829b-417c-a7be-a8c62a97ad98,TRUE,FALSE
fe76a011-0241-4f91-b251-23ce2e53c8df,FALSE,FALSE
e2703b36-adb8-4a88-ae9d-fa10662a29ae,FALSE,FALSE
78de4d52-e7e1-462f-9499-2b1aa187264f,TRUE,FALSE
3c76324f-7c58-4834-b4bf-04817fc7b9a0,TRUE,TRUE
4ff03b82-d05f-44a4-8850-bb9f087e4961,FALSE,FALSE
c9052acf-943b-42b4-ae28-68effa470c43,FALSE,FALSE
0f780a76-e86b-419d-902d-53b48176ce50,TRUE,TRUE
09fb326a-7011-4af8-94ad-d011735253a2,TRUE,FALSE
6eb5954c-3656-4a6e-a3d3-ed2ba2e7d27b,FALSE,TRUE
0dae9a45-ac10-4e38-96db-603f8a0697a1,FALSE,FALSE
dea6383f-425d-491d-aa05-4c17b85a6875,FALSE,TRUE
631fc6b1-3b3e-410f-88c8-62c26c399343,FALSE,TRUE
be6aeaef-2436-4f33-be93-84aaaae34d0a,TRUE,FALSE
ef7af84a-e2e9-489d-9679-629d04e220c7,FALSE,TRUE
60294ada-4c98-4f45-9050-c023582f63bd,FALSE,FALSE
4186bf5a-129e-441c-a170-b078123e8609,FALSE,FALSE
dbc8f5b4-d8b7-43ef-961e-40c2bb381445,FALSE,TRUE
2cfc35c3-bbde-4667-9749-00e2dc8c69ba,TRUE,FALSE
ff69cd69-895c-4890-ae93-0128a3ce1a8d,FALSE,TRUE
ad40ff0f-6a2b-478e-a294-55bca728b8e5,TRUE,FALSE
a9e2186f-1a99-4d6c-b074-98bf724bc957,TRUE,TRUE
1ee4734c-bad0-4cd2-8299-a55b9705a76b,TRUE,TRUE
93b12aa7-a7a1-4d1d-a3fb-c14bd607cd4a,TRUE,FALSE
92f9dabd-d088-4be2-8185-dd26df80d55e,FALSE,FALSE
6a51bd47-a502-4a1c-a628-918cf5472b07,TRUE,FALSE
