edeac5b8-9cc8-42cd-bd42-11d1992033eb,Littoral,West Tinachester,18
1aa3c18e-0aaf-4962-b92c-23e3454009f2,West,New Timothyberg,7
c8132025-4dac-433c-ba43-82176e77cdd3,East,South Williamstad,48
cfb57f2e-c825-45fa-860b-846e06bf1fb7,North,North Sarah,47
bce88f22-af00-4605-ae93-b319611f98ef,Littoral,New Cathy,37
200f8ed9-b208-4418-a092-0068c403b430,Far North,New Timothyfurt,30
1e34c29a-701d-4db0-9d96-dc532344ec54,East,Milesside,41
3cf8b913-0ed4-4264-ab06-8b1e6fc0174f,Southwest,Michaelmouth,45
c0a85dbd-bf5a-410f-a9be-a8c93a24ec19,West,North Brianna,4
0e80ea41-139c-42b0-8e8f-ed60d007fd07,North,Port Alexisbury,14
9a37ef9d-5983-4e94-906a-8dd30b31324f,Littoral,South Henry,48
1f540e96-a857-4900-ba8c-2c3665d77163,Southwest,West David,10
bc3749b1-b48b-4a8c-beb3-aefc34b34dcb,Southwest,North Johnside,47
f1015bfe-4d7e-4c8e-b68f-f0dc718bf53a,West,Priscillabury,33
86df42bd-3e84-455f-a755-3468de74e122,East,Kimberlyport,35
58bd19da-0dd2-4843-9ab8-873380e1cc41,South,Luisside,50
e97c0ea5-341c-4d10-9415-0ad9479fea14,North,Thorntonfort,37
8d8f2868-bded-49cc-8e10-7ed63b046707,Littoral,Port Theresa,26
092e9fab-2457-4251-89b6-7093d0fe42af,North,North Nathan,4
1d3ebe5b-f3fa-4150-b429-cf81c3a215ff,Central,Lake Scott,42
4ce7db3f-6259-46cc-9696-e8334728ddf6,Central,South Maryview,31
61f14c98-dcde-4dc8-84d3-40e87ecfbfc6,North,North Joshuafurt,32
a8f0e3e0-2f36-4832-a11b-92ab34aababd,South,Wallacebury,40
5909b7d6-c353-49e4-8aa2-f7560803ad31,South,Patelport,18
43355860-e84e-4da0-9402-2243ec35fb0c,Southwest,New Karenmouth,30
6f1f9af1-9f1c-4fd4-9449-0964b9cd213b,South,Port Anthony,20
635b36bd-8da4-4fbe-9bf5-3332ceb18cd3,South,Pattonton,8
b81ed083-9296-44b5-ac80-73b776a81a27,Central,Micheleside,29
