32f89bb4-e4c5-44f8-8beb-8352f99fe891,Degree,Mathematics,1
b663436b-e19c-437a-9adf-2936fb6c9c87,Master?,Science,15
80f977f7-d995-4013-abb1-6a407c76d970,Diploma,Mathematics,17
20dd38fe-59bb-42d4-a0e0-926f2483844e,PhD,Science,6
18726b56-81cb-40f6-be74-ca80d298eec4,Degree,History,9
79298621-481a-43cf-843c-041557cb34d4,Master?,Literature,21
b4361f56-35ad-4ffe-aa3f-ca104e9d3338,Degree,Languages,9
9b51c92a-a507-47c3-8a14-d23c2bc629c6,PhD,Mathematics,14
534ce352-f541-4562-9b36-53be9973786e,Diploma,Languages,26
501be2a2-5a93-470b-b29c-3d81cebe3ba3,Degree,Literature,24
877b8207-d79e-4e7f-89fe-5dc33ce461bb,Master?,Geography,2
6f8232fc-07fe-4c7b-9cc1-9bcc3aa89914,Diploma,Science,10
ee10d449-b1d8-4a2f-982e-e2a0e901ba14,Certificate,History,1
cad94050-3057-40d0-9269-0da040a1d50f,Diploma,History,30
ff36e60f-07bb-46aa-908f-a2c69326c04e,Master?,Languages,5
d64d1391-a3d6-4474-b8b0-f373e5ce1963,Master?,Mathematics,4
3f94b1d1-4054-460a-9f28-0119462e440f,PhD,Geography,25
919567ba-7c27-46bd-9233-e57920a43682,Certificate,Science,17
00aca6f6-c5a2-4997-b0aa-7c2d21d53174,Certificate,Literature,11
f89afed7-c0f0-4402-a4d4-9e572f8e4a66,PhD,Mathematics,28
1f99ca8f-2f81-4a22-af91-582923004844,PhD,History,1
ada2f698-3c25-4b28-a4fd-d07dc5b8499e,Master?,Languages,17
a8194fe5-e484-42c6-b3ec-0847bea14170,Diploma,Literature,24
27f66951-3acf-4124-a845-528a021c603e,PhD,Languages,3
b18c69dd-a689-4099-9094-d87aa2791dc6,Degree,Geography,10
f947021f-8064-4864-8679-f3132353c97d,Degree,Mathematics,3
7952250c-b9a8-4b4d-9b8f-2cb988a1e937,Certificate,History,25
2e54a44e-ad98-44c9-8f27-c7e3cba02889,Degree,Geography,25
6f0f4cea-bcb9-4301-acd2-5e1efed5a765,Master?,Literature,21
5a2423d2-a291-44ea-8ed2-075907c409b4,PhD,Literature,21
d8bb28a4-6c68-4a65-8fa6-33642391d054,PhD,Geography,22
c13746f5-07ce-438d-9d58-fa65c2c35739,Master?,Languages,2
1bf76bd7-4988-48b5-8635-08e8d630915c,PhD,History,23
cdae2efe-cf3b-4737-8630-748ae0fedaec,Degree,Geography,13
e8e8c41d-9556-440f-82d2-9d9562c60990,Degree,Literature,12
7953d2c5-7ee4-43e1-b0f8-5cfda88e7422,PhD,Mathematics,2
565594d9-7644-40b2-a48c-216fafde5c78,Certificate,Languages,22
3e0291a5-23b6-4830-a4cd-89e43029266d,PhD,Mathematics,16
aa22835b-3112-4689-a492-7d848ca13d5a,Diploma,Literature,2
349e7ebb-7874-481f-bbfe-7c24a3cd41f9,Certificate,Literature,21
4ba7fcb7-bb2d-4c92-a732-181cec9630e2,Diploma,Literature,17
8be2589c-7136-48a1-9dc7-44c325384a11,Degree,Science,19
df80c141-fd39-47fc-b669-074655aa17bc,PhD,Mathematics,10
291352c5-78a7-48b4-a92e-f612dac79bf8,PhD,Geography,16
b83f0768-83ca-4a0b-ab55-b55adbc02d4a,PhD,Science,27
d03a1858-04f1-4577-b0e7-0d46aa316826,PhD,Mathematics,20
b22edc05-b445-48be-8454-4a12b9238fee,Certificate,Geography,1
16fb16b0-9a1e-4e99-a560-3c3a393412df,Master?,Mathematics,15
4b74ff70-bdca-4cc9-b743-ebf17062ab3a,Certificate,Science,20
bced1d04-2fec-4a93-9537-51eaf4817ce0,Certificate,Science,24
0d9278fd-e88c-4598-8dea-3b0136432719,PhD,Mathematics,27
89022ee4-a627-42a4-b3e4-9076c226368c,Certificate,Science,27
16bda97a-e206-418f-9a46-1b1b6f9160f0,Diploma,Science,16
85c2a6fb-1527-4a55-bd43-78db94d03ad7,PhD,Mathematics,20
89f5d740-e11c-4650-92c8-94e70db679d2,Certificate,Mathematics,29
4ca61c09-797b-4aad-a8cd-a5ec1a9d2e9a,PhD,Mathematics,28
2184e019-b3a7-451e-9440-e27651b18976,Degree,Geography,18
51eed83b-c5a7-463a-b310-320eb6c00667,Diploma,History,16
dc3c2078-7eed-4da9-b2ed-61dfa358d3b5,Diploma,Literature,28
40590b48-062d-47b4-a39c-36c5027ff518,Master?,Languages,16
08ab87e1-eab6-4160-9c61-a6feede7e846,Certificate,Geography,29
381e778c-3353-4d7e-bc1e-90ed2c5c63f8,Degree,Geography,26
28fe9271-c5e9-40d9-a2f9-235dd89db636,Degree,Literature,14
f02e7f11-4952-4409-a0d2-9cbb8fbe1864,PhD,Science,3
e18d103c-6461-493d-9195-60511428c8cc,Certificate,History,20
78b38438-7da1-4e1e-a03b-16f79a9c15b6,Certificate,Geography,18
f22d949d-3e74-4ac7-8ca8-7105a6e60302,Degree,Mathematics,7
ad85a255-3b9d-4736-9837-40898d4483d3,PhD,History,11
39560828-ab90-4a8a-922f-2e2fb8966ac0,Diploma,Languages,12
e862e28b-a907-4a8b-b256-c525f37cc462,PhD,History,13
4217a0b9-a7e8-4bd4-ad68-0b79f7d145c6,Diploma,Science,22
3e6fbbfb-ce29-41a3-854a-753794f8ed94,Degree,Literature,13
7351c8c1-53ce-4a6f-b640-e7d26e8bd8a9,Master?,Geography,12
84f542a3-8716-4c42-ac66-6bde134c41a7,Diploma,Geography,7
97028b92-25cf-472b-bd48-443598e4bf1a,Master?,History,20
99ce8315-1273-4fbc-b8b6-4425a689d659,Diploma,Languages,19
e9e5d4dd-09fb-431a-934c-686b07b0c154,Degree,History,10
f5c1cd98-5942-4f0f-8acd-61e61553de16,Certificate,Literature,15
5ff7bea7-02e3-47c5-8584-34d75a402203,PhD,Science,30
4269a6ae-c0ed-4119-bc21-a12fc1f72659,Master?,History,27
ded97a1c-7c6d-4332-8419-a1ff49565e62,Certificate,Science,18
e55992e8-3874-4026-a17b-fd2b05d94978,PhD,Literature,12
e59b1ec4-b1fc-4753-95f9-62e88e2671e0,Diploma,Geography,25
d0ec02d1-7bd1-45be-98f6-14547f3dea4d,PhD,Mathematics,2
99dcef9f-4a76-4529-bbca-fdde4487b04d,Diploma,Literature,26
cbcef30c-05b4-481e-a8b6-678ae1f61e9f,Master?,Mathematics,10
9ccc303c-7965-4bc7-8530-052fd5f084fe,Certificate,Science,5
86a2062b-247e-464d-be64-580c2ebd9ffb,Degree,Geography,1
e3f4a88c-3c15-4854-b3ef-a68c5ebaaa68,Degree,Languages,17
257b03bf-6587-44d2-bf99-a5937bc700b9,Degree,Geography,12
54af1a28-b15e-4798-8653-09bf32e46e4b,Certificate,Mathematics,1
26a3a61e-66bb-4ea3-b1d7-cda9c279b4cb,Degree,Literature,19
b00f18eb-cc28-4965-aceb-baeaed377cbe,Master?,History,24
764a7d06-d8a7-4c6c-b3f7-b8c60cd7f330,Diploma,Languages,17
68029e40-ea35-43bd-a2c8-879b2aa6ca52,Master?,Geography,9
3e16d0c6-9a75-4325-a906-ac4ad1803845,Certificate,Geography,30
b788a4fb-887b-4913-a168-dc4a1f46614d,Degree,History,15
c61de4e8-802f-4063-8cb3-37555d915331,PhD,Geography,13
b40a1fb1-f380-4f0f-ac56-e3a156eed98b,Diploma,Science,24
8564b0a3-f0af-4aaa-99ee-cdafa6957929,Certificate,History,6
38c1b71e-5e94-4153-a45b-bc616f760f32,Diploma,Geography,5
63d23e7e-ed97-4e3c-9bad-c8f199fd6a1c,Master?,Literature,21
f10d6faf-438b-4c03-94bb-c2d136b6d95f,Master?,Science,25
482dfdca-7df3-4679-8990-a1d1adf7f5ad,Degree,Literature,9
342f767c-4119-4cb6-a23e-c8152f95d0ef,Diploma,Geography,2
0eaf805e-95e3-444e-8ac5-8630ba8534f9,Master?,History,27
dcbc886a-f31c-443b-9528-e327970e4ebc,Degree,Literature,6
247e2a46-4103-459c-8c76-7ae7336ea173,Certificate,Literature,20
95b9d167-c474-4f84-8143-bee062db78bc,Degree,Mathematics,10
38bd727a-68c4-4caf-a803-2f93c66c28ea,Master?,Geography,9
41325f13-4e9d-4559-aa5b-3bcde0681420,Master?,Languages,27
01a384af-35d5-4b1d-8f9e-0f834cacd39b,Master?,Literature,10
04a87855-e832-45ed-9c8b-4c80404b1b0c,Certificate,Literature,27
4eeb5fdc-ff0a-45fe-9edc-808ed8d21e93,Certificate,Languages,27
f486b1fb-ddaa-494a-a7da-719c565880cd,Master?,Geography,22
63cdd81e-9c6f-40a0-87a0-54e8e909e251,Degree,Geography,11
39b71363-9879-4d4b-91f6-85c102c8e6d2,Diploma,Science,14
c8e4e0c7-7d86-4cbb-b416-be41a30c5fdf,Master?,Science,12
63b47912-8d1f-43c8-ab48-b49be044a26e,Diploma,Geography,16
a45a9355-5124-4597-bfce-5136fd11892a,Certificate,History,20
bd513ea9-6777-49ad-af1a-5e33c154bb75,Degree,Literature,29
ca1ecc0d-060a-4082-bff4-bad5898d2119,Degree,Science,21
56a5349d-4f41-4852-b1d4-943a7dcb8f05,Degree,Geography,18
e8facc7e-beb6-465e-b040-3400b25c4c62,Master?,Geography,14
