fdc72b37-3af9-49ca-9c89-060e1e645009,Government Bilingual High School Bamenda,18,48.06,FALSE,TRUE,English
e2c72b37-3af9-49ca-9c89-060f146450d9,Sacred Heart College Mankon,13,39.69,TRUE,TRUE,French
9c1d7f3e-5856-41ba-9fb9-80f9b276b92f,Our Lady of Lourdes College Bamenda,16,14.83,FALSE,FALSE,French
af4b115d-fc6a-4f14-b342-710293a0daa2,Lycee Bilingue Essos Yaounde,15,17.97,TRUE,TRUE,English
b53fbcb9-23be-4891-a14b-2f12dd79ceef,"Cameroon College of Arts, Science and Technology (CCAST) Bambili",22,13.95,TRUE,TRUE,English
03d77683-da95-49b6-a6a0-20f3119b1ee1,Baptist High School Buea,14,43.27,FALSE,TRUE,English
ded043e4-1aec-4e13-b350-4c5649f5b924,Saker Baptist College Limbe,19,49.87,TRUE,FALSE,French
94cd79b9-320b-41c7-8ac5-27a585998db0,Presbyterian Secondary School Bafut,6,41.76,FALSE,TRUE,French
68f46ab2-d1e8-4292-af4a-0cc3a49d9cd8,St. Joseph's College Sasse Buea,5,33.11,TRUE,TRUE,English
a4b992da-525d-4fe4-aa5f-124ff94de952,Government High School Limbe,10,17.21,TRUE,TRUE,English
b2178b02-8bfe-4a4b-9e47-4d57d743064d,University of Buea Laboratory School,25,48.28,TRUE,TRUE,English
2cf1051e-0a13-4b88-bcd8-5083d0182cb9,Lycee Classique Douala,8,44.46,FALSE,TRUE,English
b1ca0af4-2126-483d-9195-6e2a85ec3942,Bilingual Grammar School Molyko Buea,11,20.77,FALSE,TRUE,French
28be7330-5479-4045-8635-1225fec6da8a,National Comprehensive College Limbe,19,38.4,TRUE,TRUE,English
19ff6d9c-52e0-46c6-8364-6c5a7c5e36c2,Cameroon Protestant College Bali,9,45.25,TRUE,FALSE,French
93ed9d41-c47d-43b7-859e-0c43260e0c9e,Government Bilingual High School Bamenda,19,49.87,FALSE,FALSE,French
e7da315c-438f-4625-8c7a-14d3da4d62a3,Sacred Heart College Mankon,24,13.71,FALSE,TRUE,English
9d59073b-b2ac-4d08-b84d-edff2b3af8a4,Our Lady of Lourdes College Bamenda,17,22.25,FALSE,FALSE,French
45b9758f-1070-4f07-9d7b-4f7859421462,Lycee Bilingue Essos Yaounde,12,15.22,TRUE,FALSE,French
f907c38a-155d-4f35-ae1d-6f6dffb686fa,"Cameroon College of Arts, Science and Technology (CCAST) Bambili",5,45.39,TRUE,FALSE,French
4b562046-95bd-4a14-84a8-4ef4773f5f70,Baptist High School Buea,23,38.33,FALSE,TRUE,French
3b53b046-48f8-48af-9992-dc5f573a57cb,Saker Baptist College Limbe,11,28.1,FALSE,FALSE,French
49c7bee1-44ac-463a-bc15-df6adf98527c,Presbyterian Secondary School Bafut,16,28.96,FALSE,FALSE,French
3643a5be-8733-47b4-9263-c137ab6b1b0d,St. Joseph's College Sasse Buea,18,37.08,TRUE,FALSE,English
c0fd07fa-c2a0-4403-ad7c-46f7c815de28,Government High School Limbe,8,38.12,TRUE,TRUE,French
801ed62b-eedf-4b20-9524-e5db8bc6b91f,University of Buea Laboratory School,24,34.19,TRUE,TRUE,English
bd0928f8-21b2-43d2-babd-3bebf4e603bb,Lycee Classique Douala,10,39.25,FALSE,FALSE,English
15598640-0c2a-44bf-b7a7-8fa790561c8d,Bilingual Grammar School Molyko Buea,29,36.64,TRUE,TRUE,English
bd223563-9f9d-4b4a-ab96-bffa21e85e6e,National Comprehensive College Limbe,6,24.1,FALSE,FALSE,English
9196efc0-5bd7-4c55-87e3-af757b963899,Cameroon Protestant College Bali,8,24.44,FALSE,FALSE,English
c08ee2eb-3f14-40a5-837c-182bb8e310c1,Government Bilingual High School Bamenda,11,25.38,FALSE,FALSE,English
8292f99c-4eee-4c2f-9535-fcda95888d33,Sacred Heart College Mankon,21,31.05,TRUE,TRUE,French
65556d45-5c41-45a7-aaf5-9ba1082b93d9,Our Lady of Lourdes College Bamenda,6,33.15,FALSE,TRUE,French
b54d367e-fa60-4fb0-8744-0174970d82a0,Lycee Bilingue Essos Yaounde,13,31.37,TRUE,TRUE,English
364dd304-710f-4f26-85ea-18f9e41fa107,"Cameroon College of Arts, Science and Technology (CCAST) Bambili",13,24.41,FALSE,FALSE,French
ba965a05-10ad-4b16-a1cd-2777cb58eb93,Baptist High School Buea,11,15.11,FALSE,FALSE,French
3dc839b0-aa65-4837-aff0-a8004a6bf1b8,Saker Baptist College Limbe,11,12.34,FALSE,TRUE,English
cea4bd16-7284-4fbe-ab12-4b2e3dc028e5,Presbyterian Secondary School Bafut,26,24.27,FALSE,TRUE,French
f75ca1e8-c762-4b98-b785-c44ca7fbd685,St. Joseph's College Sasse Buea,9,44.2,TRUE,FALSE,English
50e8bffb-0c1c-46b1-b5d4-01852439c566,Government High School Limbe,5,33.2,TRUE,FALSE,French
6dd91438-ba2b-4ed0-bc74-1b0456eaad71,University of Buea Laboratory School,14,16.39,FALSE,FALSE,French
17bd1f0c-865c-4131-b481-205e45561e9b,Lycee Classique Douala,22,45.8,TRUE,FALSE,French
8549da8a-d255-4f55-9ef7-a108a932d912,Bilingual Grammar School Molyko Buea,5,21.55,FALSE,TRUE,English
ba6fc53f-bf35-42bb-b2a0-87056d334b3e,National Comprehensive College Limbe,24,14.34,TRUE,TRUE,English
4c8b8fa5-531a-44c4-a57e-dca19ea45ccf,Cameroon Protestant College Bali,20,28.49,FALSE,TRUE,English
90d3dd9c-afb2-4b6f-892d-3d8c2c99ab3d,Government Bilingual High School Bamenda,24,15.88,FALSE,FALSE,French
9998fff2-f9dc-464e-aa06-17e49324b71a,Sacred Heart College Mankon,6,47.05,FALSE,TRUE,English
c5291766-b98b-46a1-9dde-295fa123bfef,Our Lady of Lourdes College Bamenda,30,40.59,TRUE,TRUE,French
ea9b28e6-7ff1-498b-bb16-0f7c46a14ea1,Lycee Bilingue Essos Yaounde,14,46.1,FALSE,TRUE,French
4adc4f48-60f1-4594-a266-1d32c49e0e67,"Cameroon College of Arts, Science and Technology (CCAST) Bambili",9,38.67,FALSE,FALSE,English
dd2430b6-f863-4184-be9a-c686a6e4ba32,Baptist High School Buea,24,33.29,FALSE,TRUE,English
c5563c42-11aa-46c9-86a6-d8af40529658,Saker Baptist College Limbe,24,48.65,TRUE,FALSE,English
2081847e-fc4b-46c1-a962-420b8e47ef00,Presbyterian Secondary School Bafut,8,40.34,FALSE,FALSE,French
59dea0b4-91c5-4f74-bf63-95fcf34c34cf,St. Joseph's College Sasse Buea,14,13.44,TRUE,FALSE,English
9aa2dca0-bde2-4f4f-97ec-19418aa6618d,Government High School Limbe,26,24.77,TRUE,FALSE,English
e46ec0df-bd01-46f1-bedf-4c86b2f36195,University of Buea Laboratory School,25,23.09,FALSE,FALSE,English
277e0496-85e3-495d-b9fc-a21973ab0ada,Lycee Classique Douala,11,21.07,TRUE,TRUE,English
b719cde8-9584-4408-99ca-3de14b4df43d,Bilingual Grammar School Molyko Buea,21,39.62,TRUE,TRUE,French
a474658b-397b-4dec-b48b-4ccaa0306e8d,National Comprehensive College Limbe,14,26.43,TRUE,TRUE,French
f19bdd6d-7dae-4ca4-aa81-fb20b13dbaaa,Cameroon Protestant College Bali,27,13.2,FALSE,FALSE,English
5a881aef-bdf1-4b7f-a0cb-920566296ccc,Government Bilingual High School Bamenda,24,38.67,FALSE,TRUE,French
7d4a8b71-db44-49ac-9227-f1841758fef8,Sacred Heart College Mankon,10,46.56,TRUE,FALSE,French
797b578e-c429-4cf6-8c83-d8247cae95e9,Our Lady of Lourdes College Bamenda,8,19.84,FALSE,TRUE,English
8184f0ea-6521-4175-bdb6-1cf45d44e996,Lycee Bilingue Essos Yaounde,18,37.64,TRUE,TRUE,English
ec7be730-82d7-4bd0-b0f0-1af2f483ad0d,"Cameroon College of Arts, Science and Technology (CCAST) Bambili",17,22.7,FALSE,FALSE,French
17aaba84-65c4-4645-a463-c52b14c2dda9,Baptist High School Buea,15,38.67,FALSE,FALSE,French
dc40f21f-8a22-4e81-a985-1eff51c71c38,Saker Baptist College Limbe,5,19.04,FALSE,FALSE,English
6f72accb-32d8-416d-b402-f106dc311c35,Presbyterian Secondary School Bafut,8,34.85,TRUE,FALSE,English
7ad7f1fa-d787-4ddc-a7f1-569279b510d7,St. Joseph's College Sasse Buea,30,48.47,TRUE,FALSE,French
c037e715-fcad-45f3-9a2b-b6bd714f02a1,Government High School Limbe,29,25.81,FALSE,FALSE,English
e2a01648-6302-4b3b-8a97-587b3061088a,University of Buea Laboratory School,5,29.35,FALSE,TRUE,French
c673f126-3da6-499c-a39d-333bb748e94d,Lycee Classique Douala,10,10.1,TRUE,TRUE,English
bbda6061-c9ae-4dc7-bc37-22a644a7ff19,Bilingual Grammar School Molyko Buea,16,45.54,FALSE,FALSE,French
21805e30-1316-411d-8b9d-80ff0b03bf50,National Comprehensive College Limbe,11,29.35,TRUE,TRUE,French
9d2c1e69-1f7a-4006-bcfb-9c5e57380538,Cameroon Protestant College Bali,18,40.77,FALSE,TRUE,English
8e0f3b87-c5f1-4e68-8f95-321c46b7c573,Government Bilingual High School Bamenda,23,12.61,TRUE,FALSE,French
80866a0d-3d92-4444-b64d-d26ae9f097cf,Sacred Heart College Mankon,18,37.99,TRUE,FALSE,English
523d9232-c879-49df-af1b-c8287e7788c6,Our Lady of Lourdes College Bamenda,11,32.14,TRUE,TRUE,English
