517b55e1-eba5-4cb0-8219-b22f82e4f6c3,"Mcdowell, Jones and Wiley",Southwest,Infrastructure Support,TRUE
457b55e1-eba5-4cb0-8219-b22f89fb2f2c,Forbes-Mercado,Far North,Infrastructure Support,FALSE
1ee07540-b0ec-40ef-919a-39cf1d456709,Davidson Group,Littoral,Scholarships,TRUE
825df510-d34b-40c2-af97-a16d105aed09,Johnson-Humphrey,South,Food Aid,TRUE
bb8f7de0-27c7-48a3-afb9-18e3125a5c9d,Arnold-Mccall,Southwest,Infrastructure Support,FALSE
814156db-da38-488b-8606-8d1590defece,"Roberts, Phillips and Garcia",North,Scholarships,TRUE
a9c36320-31c8-45c8-962d-95bc7eb9e58f,Shaw and Sons,Central,Infrastructure Support,FALSE
77675a16-3ba9-4310-b181-c03e138e3758,Harrington-Taylor,Southwest,Food Aid,FALSE
cbfe71b7-1235-4067-aad2-77bdc13419a3,Mcguire-English,Littoral,Food Aid,TRUE
817388e1-5839-4c17-9a2a-23c3e2bef394,"Stephens, Rodriguez and Henderson",East,Food Aid,TRUE
6607ce95-3a03-4324-b001-5141bbcf44f7,Aguirre-Campbell,Far North,Food Aid,FALSE
4d154bc8-5903-4d27-b981-31c0266a7cb1,"Alvarez, Lambert and Warren",East,Food Aid,FALSE
5c7faa8d-b3d8-4c8e-9105-5602ae5bb610,Pope LLC,East,Infrastructure Support,FALSE
870dc5e2-8d0f-4934-8f7c-128a4bcb5c27,"Morris, Evans and Arnold",Southwest,Food Aid,TRUE
2e1caefd-667e-466f-9c47-078e3e26542a,"Rodriguez, Oconnell and Robinson",West,Infrastructure Support,TRUE
0b88ffb0-99b7-4ff7-ac42-9b6bae04e3a7,Bell-Lane,Littoral,Scholarships,TRUE
923a2832-568f-488d-b23f-e91179e92d62,Walker LLC,East,Food Aid,TRUE
b24c0fc5-4136-4ad5-bb85-6df10f84b199,"Lopez, Mcpherson and Kelley",South,Scholarships,FALSE
d96c9a18-7789-4901-8b8c-7adae91bb070,Shaw Inc,North,Food Aid,FALSE
7da21462-381c-41cf-a6f5-ae4feb1cea8b,Garza-Reyes,East,Scholarships,FALSE
8a82e36b-d0c5-47f9-9fed-18b022d80391,Miranda-Reynolds,Central,Scholarships,FALSE
93b6240f-abbc-4b9f-b50d-43301b490387,"Contreras, Taylor and Munoz",Far North,Scholarships,TRUE
1ea63c8c-f9f4-483f-bd29-1d5d2ce838f3,Collins Group,Southwest,Infrastructure Support,TRUE
113e50d3-6419-482e-bf9d-441d8591cdc3,Stone-Kennedy,Central,Infrastructure Support,TRUE
986810ec-2352-4e8b-859c-01d5814f3885,Harrison-Duncan,Southwest,Food Aid,FALSE
f6f45feb-c1d8-4bae-a854-e42efa8a737f,Wilkinson-Jones,South,Scholarships,TRUE
2679211f-28ca-4bd7-9f14-62131d9d0466,Morris LLC,South,Food Aid,FALSE
9ce7e444-0e29-466b-8563-0604a2ac59b9,Lopez-Jimenez,Central,Food Aid,TRUE
4b3a448c-74ad-4902-88ed-f11473d7383b,Moses-Garcia,South,Scholarships,FALSE
83dceaf7-2f9f-4b7e-bdfe-d31ad345e73c,"Hamilton, Smith and Hernandez",Central,Infrastructure Support,FALSE
1a92c1b2-ae1a-49d6-a21c-0e4f422719bc,Nicholson-Lawrence,West,Food Aid,FALSE
55f85deb-a7bb-4eec-9756-ecdcee2f7c8b,Marshall-Sampson,Far North,Scholarships,TRUE
38d6bc4a-5287-466b-9bf3-e8ef0bf1451b,Taylor-Gomez,Littoral,Scholarships,FALSE
8a77fcca-6ab7-4af1-be11-f84b194dd012,"Tucker, Greene and Silva",North,Food Aid,FALSE
90c79236-0ed3-4944-9128-c62714b33a3e,Edwards-Garcia,Central,Scholarships,FALSE
00c46f4a-57c3-49a1-97b8-42ee30f50e0a,Rice-Villarreal,West,Food Aid,TRUE
0f2e71eb-579d-4fe7-81b8-0ad2ba13e233,"Harris, Walker and Goodwin",East,Food Aid,FALSE
cd0ee868-200b-4341-8761-c1f3da9993c0,Jensen Group,Central,Food Aid,FALSE
8836ffd2-f455-43fe-8740-b38621146b13,Mcgrath LLC,South,Scholarships,TRUE
47ddafdf-627c-4409-8a2f-5926421928ca,Vasquez-Diaz,East,Infrastructure Support,TRUE
1179543c-bb5b-46ce-921d-f5174bbab75f,"Singh, Berry and Ellis",Southwest,Infrastructure Support,FALSE
7a88e80c-5a50-4f2e-aff0-3ee6a1beea7c,"Wilcox, Johnston and Ho",North,Scholarships,FALSE
d53f5996-f445-428d-979a-4128f6d2aacd,Murphy-Cox,Central,Infrastructure Support,FALSE
5e5f8deb-ce49-461c-a1f8-9ddd2f0c5da7,"Williamson, Miller and Johnson",Central,Food Aid,TRUE
2a2dd079-9dcf-41b2-9306-9f41b7471cd8,"Orozco, Gibson and Meyers",West,Food Aid,TRUE
63674d4b-083b-4bd1-a33d-ed37a8535b9b,Hull LLC,West,Infrastructure Support,FALSE
ab7cec40-ee20-44b4-94ee-43cec9eff1e5,Calderon and Sons,West,Infrastructure Support,TRUE
7b56f63c-a92a-4bfc-863a-5ba8881af0fd,King-Johnson,South,Infrastructure Support,FALSE
432e3d29-0ea7-4af0-9522-d2e6c4da0eea,Stuart and Sons,Littoral,Food Aid,FALSE
ff8af7e5-10c5-4180-9d04-e3c8afb62fa1,"Walker, Thompson and Mcknight",Far North,Food Aid,FALSE
d773eb3c-3f3b-4561-96e0-994d9e4ff1c7,Anderson Group,East,Food Aid,FALSE
e5d7a6bf-b06a-4323-8c35-b7e4ca8c9d3e,Smith LLC,Adamawa,Infrastructure Support,TRUE
514d28c8-0035-4e1a-9e50-922fdad30f98,Brown and Co.,East,Infrastructure Support,FALSE
89d569ee-6890-43bb-b909-49258097f587,Johnson Group,Central,Food Aid,TRUE
494a3e9e-6228-4fe9-b7ec-7107be461c22,Davis Inc.,West,Scholarships,FALSE
fbc85fac-39c3-4d4a-baaa-d34c893071b3,Martinez Associates,Adamawa,Food Aid,TRUE
c7a9b7b1-610b-40f1-999f-b2f1118b3e09,Rodriguez and Partners,Far North,Scholarships,TRUE
cbde1e39-5b3e-48cd-a47c-f447ec532776,Johnson Group,Southwest,Scholarships,FALSE
ad362738-e525-4f85-994e-04d911b8ca37,Clark Inc.,West,Food Aid,TRUE
3d1e0d80-c438-430e-a85a-30e8320b24fe,Rodriguez and Partners,East,Food Aid,TRUE
c72e8c07-9106-4899-8b51-c684a4e518e4,Taylor LLC,East,Infrastructure Support,FALSE
246dcb72-63a0-47d4-92aa-aed03734b8f7,Davis Inc.,West,Food Aid,FALSE
5e49ca6c-5fd1-46bf-bca8-526d0f143489,Clark Inc.,Central,Food Aid,FALSE
67c128d0-47b6-4174-af34-b6074a174390,Clark Inc.,West,Scholarships,FALSE
681f4c6f-2b4c-4440-aec7-f9546e3a40ac,Davis Inc.,Central,Food Aid,FALSE
edb02336-a84e-45f3-bcf0-159509c72fc0,Martinez Associates,Far North,Infrastructure Support,TRUE
7e5f8280-74a3-4f1d-9fba-18553ca903a8,Davis Inc.,Littoral,Infrastructure Support,TRUE
2c5d3575-163b-453c-b041-2600f8f2095f,Hernandez-Thomas,East,Scholarships,FALSE
36a2f630-b88c-42fa-b4fa-1d9428589922,Davis Inc.,Littoral,Infrastructure Support,TRUE
b8fab3fb-ee10-4bc6-b4d6-fc68295e6b1f,Taylor LLC,Adamawa,Scholarships,TRUE
a1136ad4-27e1-4e1e-b61d-8deabe91dbf1,Hernandez-Thomas,West,Scholarships,FALSE
c07f2d84-3df8-45af-a71f-3519f8f6e028,Smith LLC,East,Infrastructure Support,FALSE
220ef6f4-602b-433b-8a8d-e7a875142e42,Anderson Group,South,Scholarships,TRUE
9fb4daa7-8f93-4427-8e3d-cd630e38d49e,Anderson Group,South,Food Aid,TRUE
76f66bf7-eef5-4c1e-9858-5228e3857331,Hernandez-Thomas,East,Food Aid,TRUE
3bdcb850-2912-405f-9de4-cca50c1c08bc,Rodriguez and Partners,Southwest,Food Aid,TRUE
e1ad49f1-b8cb-4191-a256-16e7a446a64b,Martinez Associates,Littoral,Food Aid,FALSE
eea8f6af-e555-4975-a8b8-bcc72fc7484d,Smith LLC,Southwest,Food Aid,FALSE
f2357081-4ba4-4a3a-b9c1-e1e718781295,Taylor LLC,Adamawa,Infrastructure Support,TRUE
dd6a035b-b0f6-4e46-81d5-130a56face55,Taylor LLC,East,Scholarships,TRUE
0908d5f9-1844-48e6-bd82-309fd9579961,Clark Inc.,South,Food Aid,TRUE
d0dc5278-8d57-4f3a-9aab-4cbd42b5901b,Martinez Associates,South,Scholarships,TRUE
184f3e56-53e8-4f37-92a5-243b00cecd69,Brown and Co.,Northwest,Infrastructure Support,FALSE
fef6920d-5393-4df8-a874-fb8c41c8e0fb,Clark Inc.,Southwest,Food Aid,TRUE
c47d5cb2-b622-420c-b1c0-887cb6bbca0e,Johnson Group,East,Infrastructure Support,TRUE
01ec2ddf-627a-4ea6-a558-610deadb5cf6,Smith LLC,East,Infrastructure Support,TRUE
35052671-e6cf-4e35-8f73-4c9f02335267,Martinez Associates,Adamawa,Food Aid,FALSE
b2836d47-9f6c-466a-a99c-643142cb2abf,Rodriguez and Partners,Littoral,Infrastructure Support,TRUE
8cbfeffb-0e41-428f-854c-6b0f17f4577d,Johnson Group,Littoral,Infrastructure Support,FALSE
ea8329a4-3b10-481c-b46f-88792c6d3dd8,Rodriguez and Partners,Southwest,Scholarships,TRUE
e1f9ef3b-1835-43e2-93eb-a023a96ab5d5,Smith LLC,Southwest,Food Aid,FALSE
68d0a370-844c-4ef6-b1ef-fff6b2bde3c3,Smith LLC,Far North,Scholarships,TRUE
4f0d7e11-3429-4282-abce-1286fdb1b8a9,Rodriguez and Partners,East,Scholarships,FALSE
f35b3eb9-5cba-4d02-bbf2-c85e12ca9852,Taylor LLC,Northwest,Scholarships,FALSE
430489f5-9635-46b7-b789-b637baf7ade7,Brown and Co.,Southwest,Infrastructure Support,TRUE
820e7ad4-d000-4a42-b9af-2e11d8a210de,Hernandez-Thomas,East,Infrastructure Support,FALSE
61c403cf-0801-4ba6-8aa7-887c71071ae8,Clark Inc.,Southwest,Scholarships,TRUE
29277464-6f2f-4bfc-a822-8962dce9db37,Hernandez-Thomas,East,Food Aid,FALSE
87f0b1bd-464e-4496-9ab9-2a01be34f273,Davis Inc.,Southwest,Infrastructure Support,FALSE
60a7a5ea-c962-4333-8828-89a724d6a66b,Martinez Associates,East,Infrastructure Support,TRUE
78e21aea-3c3a-4b1a-845c-ae8cf6b79e18,Brown and Co.,North,Scholarships,TRUE
