219006c0-00f0-46b0-a40b-17908d6179ba,bdd640fb-0667-4ad1-9c80-317fa3b1799d,ef7f5900-8564-4133-a429-b70be26f60c9,32f89bb4-e4c5-44f8-8beb-8352f99fe891,9f69881a-2adf-40e9-9e38-9163ca410f1b,fdc72b37-3af9-49ca-9c89-060e1e645009,edeac5b8-9cc8-42cd-bd42-11d1992033eb,517b55e1-eba5-4cb0-8219-b22f82e4f6c3,7c56c7d8-b336-483e-9645-2fff67db7392,FALSE,Health issues
06b08b50-8f9d-44e6-ac47-409fe3e850fa,23b8c1e9-3924-46de-beb1-3b9046685257,5bcb7f2a-58f7-4937-91fb-02d1821234cf,b663436b-e19c-437a-9adf-2936fb6c9c87,a07dc689-3f2f-4d5a-8188-431e6c96c78d,e2c72b37-3af9-49ca-9c89-060f146450d9,1aa3c18e-0aaf-4962-b92c-23e3454009f2,457b55e1-eba5-4cb0-8219-b22f89fb2f2c,0f1a3b47-a845-43dd-b21d-58e030c33ba4,FALSE,Low performance
f6ca4270-e7e2-466f-abbe-1ee5250e7d1a,bd9c66b3-ad3c-4d6d-9a3d-1fa7bc8960a9,b14c2e0f-1c1c-4d60-b7d5-242dbe229c05,80f977f7-d995-4013-abb1-6a407c76d970,18954c66-2342-42b3-a3fb-cd0d514343fa,9c1d7f3e-5856-41ba-9fb9-80f9b276b92f,c8132025-4dac-433c-ba43-82176e77cdd3,1ee07540-b0ec-40ef-919a-39cf1d456709,2e398fbb-7474-446b-8917-093d5358e69a,TRUE,Distance to school
4b4f9462-4d07-4752-adef-324e2df618f4,972a8469-1641-4f82-8b9d-2434e465e150,6a771a9a-d5fa-4142-9d63-e77a5339d570,20dd38fe-59bb-42d4-a0e0-926f2483844e,8d3b9256-20d2-4212-b2c0-6c467be1c5a6,af4b115d-fc6a-4f14-b342-710293a0daa2,cfb57f2e-c825-45fa-860b-846e06bf1fb7,825df510-d34b-40c2-af97-a16d105aed09,476dd46e-6e46-41e0-8295-56451e842edd,FALSE,Socio-economic challenges
155969dc-6ee1-4a8d-a34f-c500d748a207,17fc695a-07a0-4a6e-8822-e8f36c031199,dc0f0505-14b9-41f2-aa99-326dad665a01,18726b56-81cb-40f6-be74-ca80d298eec4,c6e1ece9-43b5-4ade-a43c-abb04e344bcb,b53fbcb9-23be-4891-a14b-2f12dd79ceef,bce88f22-af00-4605-ae93-b319611f98ef,bb8f7de0-27c7-48a3-afb9-18e3125a5c9d,e1eaa8fb-f3ec-4d0d-90ae-8db5565973f5,TRUE,Low performance
536475e3-69c9-4808-b251-1d26f8f103bb,9a1de644-815e-46d1-bb8f-aa1837f8a88b,fc5b0257-8f47-4da9-aa22-1c696bdec5f0,79298621-481a-43cf-843c-041557cb34d4,a4a2d8f2-ed1a-4acd-bac3-7ca386452f11,03d77683-da95-49b6-a6a0-20f3119b1ee1,200f8ed9-b208-4418-a092-0068c403b430,814156db-da38-488b-8606-8d1590defece,a84b313c-2120-4651-b8a0-0aadadc3dcbe,TRUE,Other
d3dcdac2-b2ec-4f4f-b914-ccf717ad2f96,b74d0fb1-32e7-4629-8fad-c1a606cb0fb3,faf87505-4d30-4957-a438-7607950f7500,b4361f56-35ad-4ffe-aa3f-ca104e9d3338,88e4cbea-9107-41b1-abec-0980ab84f484,ded043e4-1aec-4e13-b350-4c5649f5b924,1e34c29a-701d-4db0-9d96-dc532344ec54,a9c36320-31c8-45c8-962d-95bc7eb9e58f,66edabb3-d3b2-4d71-979e-72a16f7d96fb,FALSE,Distance to school
65e2e017-6ed2-4dba-8fc0-01385c01e8c2,6b65a6a4-8b81-48f6-b38a-088ca65ed389,6baafc70-3d50-47aa-90cf-f4d20b0bccd9,9b51c92a-a507-47c3-8a14-d23c2bc629c6,05c23771-297f-40b9-a9c4-7f930f49d71b,94cd79b9-320b-41c7-8ac5-27a585998db0,3cf8b913-0ed4-4264-ab06-8b1e6fc0174f,77675a16-3ba9-4310-b181-c03e138e3758,fb312fca-77fc-4ef3-9390-081a9e36333f,TRUE,Health issues
d96c5952-2ee4-43f6-be29-003268c3b565,47378190-96da-4dac-b2ff-5d2a386ecbe0,63549976-3d2e-429f-bf0b-7aaeef292e5d,534ce352-f541-4562-9b36-53be9973786e,13795859-9e02-4541-a7a8-93dfe4207f84,68f46ab2-d1e8-4292-af4a-0cc3a49d9cd8,c0a85dbd-bf5a-410f-a9be-a8c93a24ec19,cbfe71b7-1235-4067-aad2-77bdc13419a3,909cca84-929d-4252-81f7-60fdcfaaa46a,TRUE,Socio-economic challenges
7f74594b-f938-4b4c-9ad8-71256746c88d,c241330b-01a9-471f-9e8a-774bcf36d58b,039f665c-a3a4-4bd4-a846-ebe84039f216,501be2a2-5a93-470b-b29c-3d81cebe3ba3,fd2e1d55-757e-41aa-adde-a462a4bfced2,a4b992da-525d-4fe4-aa5f-124ff94de952,0e80ea41-139c-42b0-8e8f-ed60d007fd07,817388e1-5839-4c17-9a2a-23c3e2bef394,9c2310f1-b561-4377-a3a5-9a2c38d633cf,TRUE,Distance to school
